episode_id,seat,final_money,peak_crew,total_hires,first_land_day,elbow_day,tiles_planted,plants_carrot,plants_melon,plants_strawberry,plants_tomato,plants_wheat,price_carrot_max,price_carrot_min,price_egg_max,price_egg_min,price_fertilizer_max,price_fertilizer_min,price_melon_max,price_melon_min,price_milk_max,price_milk_min,price_strawberry_max,price_strawberry_min,price_tomato_max,price_tomato_min,price_wheat_max,price_wheat_min,price_wool_max,price_wool_min
89009207,1,27698.0,7,203,,0.0,86,27,32,3,5,19,42,33,74,50,100,100,281,13,344,160,315,120,101,60,49,25,246,200
89010550,0,5616.0,4,100,10.0,0.0,74,0,0,0,74,0,42,35,67,50,100,100,281,219,365,160,319,120,83,60,49,25,246,200
89010550,1,48979.0,7,203,,13.0,86,27,32,3,5,19,42,35,67,50,100,100,281,219,365,160,319,120,83,60,49,25,246,200
89011010,0,73156.0,10,272,9.0,11.0,155,13,23,33,19,67,42,30,75,50,100,20,278,28,286,160,278,120,92,60,56,25,247,200
89011010,1,77048.0,10,272,9.0,11.0,153,12,23,33,20,65,42,30,75,50,100,20,278,28,286,160,278,120,92,60,56,25,247,200
89011450,0,49111.0,7,203,,13.0,86,27,32,3,5,19,42,35,70,50,100,100,281,219,332,160,299,120,107,60,49,25,252,200
89011450,1,50.0,0,0,,0.0,0,0,0,0,0,0,42,35,70,50,100,100,281,219,332,160,299,120,107,60,49,25,252,200
89011452,0,3000.0,0,0,,0.0,0,0,0,0,0,0,42,35,71,50,100,100,293,250,320,160,294,120,105,60,50,25,253,200
89011452,1,3000.0,0,0,,0.0,0,0,0,0,0,0,42,35,71,50,100,100,293,250,320,160,294,120,105,60,50,25,253,200
89011900,0,37622.0,12,186,10.0,10.0,201,72,30,17,2,80,40,32,70,50,100,100,278,1,332,160,291,120,97,60,42,25,252,200
89011900,1,39056.0,11,185,10.0,10.0,206,67,30,13,1,95,40,32,70,50,100,100,278,1,332,160,291,120,97,60,42,25,252,200
89012344,0,100643.0,10,275,9.0,11.0,141,12,31,41,5,52,42,32,69,50,100,42,278,65,329,160,291,120,109,60,56,25,243,200
89012344,1,25824.0,5,115,12.0,0.0,49,1,28,6,0,14,42,32,69,50,100,42,278,65,329,160,291,120,109,60,56,25,243,200
89012792,0,3784.0,2,60,,0.0,9,0,0,0,9,0,42,35,71,50,100,100,293,250,351,160,327,120,87,60,50,25,250,200
89012792,1,3000.0,0,0,,0.0,0,0,0,0,0,0,42,35,71,50,100,100,293,250,351,160,327,120,87,60,50,25,250,200
89013236,0,35388.0,5,113,14.0,10.0,94,27,13,3,7,44,42,32,76,50,100,100,286,250,340,160,313,120,102,60,49,25,247,200
89013236,1,3000.0,0,0,,0.0,0,0,0,0,0,0,42,32,76,50,100,100,286,250,340,160,313,120,102,60,49,25,247,200
89013685,0,45802.0,7,203,11.0,11.0,125,36,29,5,5,50,41,32,67,50,100,100,278,214,368,160,310,120,96,60,47,24,250,200
89013685,1,3000.0,0,0,,0.0,0,0,0,0,0,0,41,32,67,50,100,100,278,214,368,160,310,120,96,60,47,24,250,200
89014132,0,29252.0,7,203,11.0,0.0,127,34,29,5,5,54,41,29,75,50,100,100,278,1,344,160,324,120,97,60,46,25,247,200
89014132,1,29041.0,7,203,11.0,0.0,131,36,29,5,5,56,41,29,75,50,100,100,278,1,344,160,324,120,97,60,46,25,247,200
89014574,0,200.0,0,0,,0.0,0,0,0,0,0,0,42,35,73,50,100,100,278,13,328,160,309,120,94,60,48,25,253,200
89014574,1,66787.0,12,178,10.0,11.0,154,10,41,23,0,80,42,35,73,50,100,100,278,13,328,160,309,120,94,60,48,25,253,200
89015470,0,3361.0,0,0,,0.0,15,0,0,0,0,15,42,35,67,50,100,100,293,250,351,160,327,120,101,60,49,25,250,200
89015470,1,3361.0,0,0,,0.0,15,0,0,0,0,15,42,35,67,50,100,100,293,250,351,160,327,120,101,60,49,25,250,200
89015471,0,6247.0,0,0,,0.0,2,0,2,0,0,0,42,35,67,50,100,100,292,250,351,160,327,120,101,60,50,25,250,200
89015471,1,6247.0,0,0,,0.0,2,0,2,0,0,0,42,35,67,50,100,100,292,250,351,160,327,120,101,60,50,25,250,200
89015472,0,5657.0,0,0,,0.0,110,110,0,0,0,0,40,28,75,50,100,100,293,250,328,160,330,120,103,60,52,25,250,200
89015472,1,5657.0,0,0,,0.0,110,110,0,0,0,0,40,28,75,50,100,100,293,250,328,160,330,120,103,60,52,25,250,200
89015911,0,3994.0,2,60,,0.0,9,0,0,0,9,0,42,35,75,50,100,100,293,250,320,160,324,120,100,60,50,25,248,200
89015911,1,3346.0,0,0,,0.0,15,0,0,0,0,15,42,35,75,50,100,100,293,250,320,160,324,120,100,60,50,25,248,200
89015915,0,37443.0,10,296,0.0,11.0,206,81,17,5,17,86,38,23,68,50,100,100,278,173,358,160,300,120,84,60,36,21,250,200
89015915,1,37985.0,10,296,0.0,11.0,205,85,17,5,18,80,38,23,68,50,100,100,278,173,358,160,300,120,84,60,36,21,250,200
89016360,0,1584.0,4,72,3.0,0.0,384,74,0,47,263,0,42,29,77,50,100,61,278,198,289,160,278,120,92,60,53,25,250,200
89016360,1,108623.0,10,275,9.0,11.0,146,8,31,44,4,59,42,29,77,50,100,61,278,198,289,160,278,120,92,60,53,25,250,200
89016361,0,37999.0,10,296,0.0,11.0,204,79,18,5,17,85,38,22,70,50,100,100,278,25,361,160,312,120,88,60,41,22,250,200
89016361,1,32970.0,7,203,11.0,11.0,128,34,29,5,5,55,38,22,70,50,100,100,278,25,361,160,312,120,88,60,41,22,250,200
89016817,0,3375.0,0,0,,0.0,15,0,0,0,0,15,42,31,74,50,100,100,293,250,311,160,297,120,101,60,50,25,252,200
89016817,1,6570.0,0,0,,0.0,110,110,0,0,0,0,42,31,74,50,100,100,293,250,311,160,297,120,101,60,50,25,252,200
89016818,0,46830.0,7,203,11.0,11.0,127,33,29,5,5,55,41,32,71,50,100,100,278,214,347,160,322,120,107,60,50,25,247,200
89016818,1,6501.0,0,0,,0.0,110,110,0,0,0,0,41,32,71,50,100,100,278,214,347,160,322,120,107,60,50,25,247,200
89017267,0,35811.0,12,244,0.0,13.0,121,40,23,1,6,51,42,35,70,50,104,100,284,240,336,160,304,120,94,60,44,25,250,200
89017267,1,6101.0,0,0,,0.0,2,0,2,0,0,0,42,35,70,50,104,100,284,240,336,160,304,120,94,60,44,25,250,200
89017268,0,15706.0,10,233,0.0,0.0,370,137,111,0,0,122,38,23,74,50,100,100,281,1,320,160,294,120,92,60,28,21,253,200
89017268,1,15706.0,10,233,0.0,0.0,370,137,111,0,0,122,38,23,74,50,100,100,281,1,320,160,294,120,92,60,28,21,253,200
89017721,0,16548.0,8,192,0.0,0.0,298,180,118,0,0,0,40,28,73,50,100,100,277,1,354,160,304,120,103,60,50,25,246,200
89017721,1,20519.0,7,210,,0.0,144,90,20,0,0,34,40,28,73,50,100,100,277,1,354,160,304,120,103,60,50,25,246,200
89017722,0,2300.0,0,0,,0.0,30,30,0,0,0,0,39,23,73,50,100,100,293,250,340,160,327,120,111,60,52,25,246,200
89017722,1,8969.0,2,60,,0.0,259,259,0,0,0,0,39,23,73,50,100,100,293,250,340,160,327,120,111,60,52,25,246,200
89017723,0,43069.0,10,241,0.0,13.0,382,139,121,0,0,122,40,28,67,50,100,100,280,76,351,160,338,120,97,60,41,24,250,200
89017723,1,16255.0,7,177,12.0,0.0,82,35,6,3,7,31,40,28,67,50,100,100,280,76,351,160,338,120,97,60,41,24,250,200
89017724,0,3334.0,0,0,,0.0,15,0,0,0,0,15,41,35,71,50,100,100,281,154,332,160,321,120,111,60,44,25,250,200
89017724,1,51705.0,10,242,0.0,13.0,379,138,118,0,0,123,41,35,71,50,100,100,281,154,332,160,321,120,111,60,44,25,250,200
89017725,0,7832.0,5,65,28.0,0.0,155,110,0,0,45,0,41,26,70,50,100,100,293,250,347,160,318,120,91,60,50,25,248,200
89017725,1,2300.0,0,0,,0.0,30,30,0,0,0,0,41,26,70,50,100,100,293,250,347,160,318,120,91,60,50,25,248,200
89017726,0,6381.0,0,0,,0.0,104,104,0,0,0,0,42,29,67,50,100,54,278,160,313,160,287,120,95,60,48,25,253,200
89017726,1,105582.0,10,278,9.0,11.0,169,10,37,34,7,81,42,29,67,50,100,54,278,160,313,160,287,120,95,60,48,25,253,200
89018168,0,42702.0,10,296,0.0,11.0,213,82,17,5,16,93,41,26,74,50,100,100,278,220,336,160,311,120,84,60,45,22,251,200
89018168,1,12129.0,5,67,0.0,0.0,240,74,156,0,0,10,41,26,74,50,100,100,278,220,336,160,311,120,84,60,45,22,251,200
89018169,0,28857.0,7,210,,0.0,144,90,20,0,0,34,40,26,75,50,100,100,278,1,324,160,306,120,101,60,46,24,252,200
89018169,1,30058.0,7,203,11.0,11.0,129,34,29,5,5,56,40,26,75,50,100,100,278,1,324,160,306,120,101,60,46,24,252,200
89018171,0,11324.0,5,67,0.0,0.0,209,66,131,0,0,12,41,35,70,50,100,100,281,1,332,160,308,120,88,60,41,23,251,200
89018171,1,33778.0,10,246,0.0,13.0,378,143,112,0,0,123,41,35,70,50,100,100,281,1,332,160,308,120,88,60,41,23,251,200
89018172,0,48674.0,7,203,,13.0,86,27,32,3,5,19,37,19,70,50,100,100,281,219,336,160,326,120,96,60,50,25,251,200
89018172,1,7871.0,2,60,,0.0,252,252,0,0,0,0,37,19,70,50,100,100,281,219,336,160,326,120,96,60,50,25,251,200
89018173,0,3298.0,0,0,,0.0,15,0,0,0,0,15,42,35,69,50,100,100,278,13,340,160,305,120,92,60,45,25,250,200
89018173,1,64787.0,12,178,10.0,10.0,167,45,41,20,0,61,42,35,69,50,100,100,278,13,340,160,305,120,92,60,45,25,250,200
89018174,0,7166.0,5,65,28.0,0.0,155,110,0,0,45,0,40,21,71,50,100,100,283,249,324,160,314,120,91,60,43,22,250,200
89018174,1,44419.0,10,296,0.0,11.0,204,79,16,5,17,87,40,21,71,50,100,100,283,249,324,160,314,120,91,60,43,22,250,200
89018623,0,36903.0,7,203,,13.0,86,27,32,3,5,19,41,33,76,50,104,100,281,13,351,160,319,120,99,60,47,25,246,200
89018623,1,23174.0,12,240,0.0,0.0,119,30,23,1,6,59,41,33,76,50,104,100,281,13,351,160,319,120,99,60,47,25,246,200
89018624,0,3920.0,2,60,,0.0,9,0,0,0,9,0,42,35,65,50,100,100,278,214,340,160,322,120,96,60,46,24,250,200
89018624,1,45921.0,7,203,11.0,11.0,123,35,29,5,5,49,42,35,65,50,100,100,278,214,340,160,322,120,96,60,46,24,250,200
89018625,0,38444.0,7,203,,13.0,86,27,32,3,5,19,42,35,73,50,100,100,281,37,328,160,317,120,101,60,44,23,246,200
89018625,1,34510.0,10,254,14.0,13.0,164,55,17,5,15,72,42,35,73,50,100,100,281,37,328,160,317,120,101,60,44,23,246,200
89018627,0,66706.0,10,279,9.0,21.0,137,13,19,39,7,59,42,35,66,50,100,68,278,13,321,160,285,120,109,60,49,25,250,200
89018627,1,52842.0,12,182,10.0,10.0,184,14,32,17,0,121,42,35,66,50,100,68,278,13,321,160,285,120,109,60,49,25,250,200
89018628,0,34865.0,10,295,0.0,11.0,210,77,18,4,16,95,39,24,68,50,100,55,278,65,333,160,285,120,86,60,46,25,253,200
89018628,1,97709.0,10,277,9.0,11.0,139,10,26,36,20,47,39,24,68,50,100,55,278,65,333,160,285,120,86,60,46,25,253,200
89019077,0,21845.0,7,203,,0.0,86,27,32,3,5,19,42,32,70,50,100,57,278,13,310,160,276,120,88,60,49,25,252,200
89019077,1,87552.0,10,275,9.0,11.0,143,11,31,41,4,56,42,32,70,50,100,57,278,13,310,160,276,120,88,60,49,25,252,200
89019078,0,31527.0,7,203,11.0,11.0,131,38,26,5,6,56,40,25,74,50,100,100,278,1,347,160,320,120,101,60,40,22,247,200
89019078,1,16031.0,10,232,0.0,0.0,368,135,108,0,0,125,40,25,74,50,100,100,278,1,347,160,320,120,101,60,40,22,247,200
89019079,0,102567.0,10,276,9.0,11.0,132,10,27,40,6,49,41,26,66,50,100,58,278,84,326,160,273,120,81,60,44,22,253,200
89019079,1,33803.0,10,295,0.0,11.0,197,80,18,4,16,79,41,26,66,50,100,58,278,84,326,160,273,120,81,60,44,22,253,200
89019080,0,8090.0,2,60,,0.0,142,107,0,0,35,0,39,20,71,50,100,100,277,1,336,160,308,120,82,60,49,25,252,200
89019080,1,34028.0,8,192,0.0,10.0,265,149,116,0,0,0,39,20,71,50,100,100,277,1,336,160,308,120,82,60,49,25,252,200
89019082,0,25866.0,7,203,11.0,0.0,122,36,29,5,5,47,41,30,74,50,100,56,278,1,295,160,290,120,95,60,52,25,252,200
89019082,1,93993.0,10,275,9.0,11.0,131,10,23,43,10,45,41,30,74,50,100,56,278,1,295,160,290,120,95,60,52,25,252,200
89019083,0,110474.0,10,274,9.0,11.0,142,7,31,43,5,56,42,35,67,50,100,58,278,205,334,160,278,120,90,60,51,25,248,200
89019083,1,3830.0,2,60,,0.0,9,0,0,0,9,0,42,35,67,50,100,58,278,205,334,160,278,120,90,60,51,25,248,200
89019569,0,15082.0,4,56,0.0,0.0,138,33,99,0,0,6,42,35,69,50,100,100,280,146,332,160,314,120,105,60,49,25,250,200
89019569,1,12461.0,4,56,0.0,0.0,259,47,161,0,0,51,42,35,69,50,100,100,280,146,332,160,314,120,105,60,49,25,250,200
89019570,0,27918.0,8,200,0.0,0.0,425,8,197,30,5,185,42,32,74,50,100,100,280,13,324,160,276,120,98,60,49,23,250,200
89019570,1,34912.0,7,203,,13.0,86,27,32,3,5,19,42,32,74,50,100,100,280,13,324,160,276,120,98,60,49,23,250,200
89019571,0,5826.0,0,0,,0.0,2,0,2,0,0,0,42,35,70,50,100,100,277,209,351,160,308,120,103,60,50,25,250,200
89019571,1,43109.0,4,75,11.0,10.0,108,38,33,0,0,37,42,35,70,50,100,100,277,209,351,160,308,120,103,60,50,25,250,200
89019572,0,27895.0,7,203,,0.0,86,27,32,3,5,19,40,28,70,50,100,100,281,1,332,160,319,120,94,60,40,22,253,200
89019572,1,18730.0,10,230,0.0,0.0,362,134,107,0,0,121,40,28,70,50,100,100,281,1,332,160,319,120,94,60,40,22,253,200
89019574,0,28924.0,8,192,0.0,0.0,278,160,118,0,0,0,41,33,70,50,100,100,277,1,361,160,319,120,91,60,49,25,246,200
89019574,1,11512.0,7,177,12.0,0.0,84,43,4,4,7,26,41,33,70,50,100,100,277,1,361,160,319,120,91,60,49,25,246,200
89019576,0,33.0,2,41,0.0,0.0,97,0,0,0,97,0,42,35,70,50,100,100,293,250,347,160,301,120,94,60,52,25,248,200
89019576,1,6259.0,0,0,,0.0,2,0,2,0,0,0,42,35,70,50,100,100,293,250,347,160,301,120,94,60,52,25,248,200
89020019,0,31400.0,12,244,0.0,13.0,115,33,23,1,6,52,42,35,69,50,104,100,280,164,324,160,300,120,96,60,45,25,250,200
89020019,1,10049.0,4,56,0.0,0.0,152,29,93,0,0,30,42,35,69,50,104,100,280,164,324,160,300,120,96,60,45,25,250,200
89020021,0,45163.0,7,203,11.0,11.0,127,36,29,5,5,52,41,20,71,50,100,100,278,214,344,160,313,120,95,60,48,24,247,200
89020021,1,7792.0,5,65,28.0,0.0,152,110,0,0,42,0,41,20,71,50,100,100,278,214,344,160,313,120,95,60,48,24,247,200
89020022,0,28130.0,7,203,,0.0,86,27,32,3,5,19,42,35,74,50,100,100,277,13,344,160,319,120,86,60,47,24,248,200
89020022,1,22569.0,4,72,11.0,0.0,109,46,30,0,0,33,42,35,74,50,100,100,277,13,344,160,319,120,86,60,47,24,248,200
89020024,0,6829.0,0,0,,0.0,110,110,0,0,0,0,41,35,70,50,100,100,293,250,332,160,308,120,114,60,52,25,251,200
89020024,1,3000.0,0,0,,0.0,0,0,0,0,0,0,41,35,70,50,100,100,293,250,332,160,308,120,114,60,52,25,251,200
89020030,0,22306.0,10,191,11.0,0.0,268,120,57,0,0,91,41,35,74,50,100,100,277,1,324,160,327,120,103,60,43,25,246,200
89020030,1,23090.0,10,193,11.0,0.0,267,97,58,0,0,112,41,35,74,50,100,100,277,1,324,160,327,120,103,60,43,25,246,200
89020473,0,3389.0,0,0,,0.0,15,0,0,0,0,15,42,35,70,50,100,100,287,240,358,160,324,120,101,60,51,25,248,200
89020473,1,12859.0,4,56,0.0,0.0,292,41,170,0,0,81,42,35,70,50,100,100,287,240,358,160,324,120,101,60,51,25,248,200
89020474,0,4453.0,0,0,,0.0,91,0,0,0,0,91,42,35,71,50,100,100,293,250,347,160,321,120,88,60,47,24,248,200
89020474,1,6259.0,0,0,,0.0,2,0,2,0,0,0,42,35,71,50,100,100,293,250,347,160,321,120,88,60,47,24,248,200
89020475,0,35667.0,7,203,11.0,11.0,128,36,27,5,5,55,42,32,66,50,100,100,277,31,336,160,303,120,99,60,42,23,253,200
89020475,1,18152.0,4,66,11.0,0.0,112,39,29,0,0,44,42,32,66,50,100,100,277,31,336,160,303,120,99,60,42,23,253,200
89020476,0,27041.0,8,192,0.0,0.0,264,145,119,0,0,0,41,35,70,50,100,100,277,1,351,160,318,120,103,60,51,25,247,200
89020476,1,170.0,4,17,0.0,0.0,140,18,109,0,0,13,41,35,70,50,100,100,277,1,351,160,318,120,103,60,51,25,247,200
89020921,0,38211.0,10,195,11.0,10.0,280,125,52,0,0,103,41,35,70,50,100,100,277,13,332,160,286,120,103,60,45,25,252,200
89020921,1,7140.0,5,67,0.0,0.0,312,211,90,0,0,11,41,35,70,50,100,100,277,13,332,160,286,120,103,60,45,25,252,200
89020922,0,32890.0,7,203,11.0,11.0,123,32,27,5,5,54,41,25,70,50,100,100,278,25,344,160,328,120,82,54,41,22,248,200
89020922,1,37675.0,10,296,0.0,11.0,202,89,18,5,18,72,41,25,70,50,100,100,278,25,344,160,328,120,82,54,41,22,248,200
89020924,0,1972.0,2,46,0.0,0.0,95,0,0,0,95,0,42,35,69,50,100,100,286,240,361,160,311,120,82,53,50,25,248,200
89020924,1,14617.0,4,56,0.0,0.0,206,100,87,0,0,19,42,35,69,50,100,100,286,240,361,160,311,120,82,53,50,25,248,200
89020925,0,28819.0,5,114,14.0,0.0,90,29,14,2,6,39,39,24,66,50,100,100,278,209,358,160,299,120,85,60,37,21,253,200
89020925,1,41284.0,10,296,0.0,11.0,207,86,17,5,17,82,39,24,66,50,100,100,278,209,358,160,299,120,85,60,37,21,253,200
89020926,0,20405.0,7,177,12.0,0.0,71,25,11,4,5,26,41,32,71,50,100,100,278,146,344,160,308,120,110,60,49,25,248,200
89020926,1,42671.0,7,203,11.0,11.0,127,34,29,6,6,52,41,32,71,50,100,100,278,146,344,160,308,120,110,60,49,25,248,200
89020936,0,34673.0,8,240,0.0,12.0,250,91,31,22,38,68,41,29,69,50,100,100,280,7,336,160,254,120,76,60,41,21,253,200
89020936,1,34653.0,8,240,0.0,12.0,250,91,31,22,38,68,41,29,69,50,100,100,280,7,336,160,254,120,76,60,41,21,253,200
89020940,0,62136.0,12,240,10.0,11.0,63,16,23,0,0,24,42,35,73,50,100,15,277,70,248,108,308,120,105,60,64,25,223,1
89020940,1,41276.0,12,220,13.0,12.0,47,15,24,0,0,8,42,35,73,50,100,15,277,70,248,108,308,120,105,60,64,25,223,1
89021381,0,13309.0,12,244,0.0,0.0,103,22,23,1,7,50,41,35,70,50,103,100,278,13,358,160,324,120,106,60,43,25,246,200
89021381,1,36377.0,10,192,11.0,10.0,279,127,57,0,0,95,41,35,70,50,103,100,278,13,358,160,324,120,106,60,43,25,246,200
89021382,0,16696.0,10,190,11.0,0.0,250,113,56,0,0,81,41,31,66,50,100,100,277,1,368,160,285,120,100,60,42,22,250,200
89021382,1,62828.0,8,240,0.0,12.0,174,14,20,82,1,57,41,31,66,50,100,100,277,1,368,160,285,120,100,60,42,22,250,200
89021383,0,29097.0,7,203,11.0,0.0,128,34,29,5,5,55,42,30,66,50,100,100,278,1,354,160,260,120,92,60,42,22,252,200
89021383,1,55862.0,8,240,0.0,13.0,178,22,19,79,0,58,42,30,66,50,100,100,278,1,354,160,260,120,92,60,42,22,252,200
89021384,0,6087.0,0,0,,0.0,3,0,3,0,0,0,42,35,73,50,100,100,292,250,336,160,318,120,96,60,49,25,247,200
89021384,1,6247.0,0,0,,0.0,2,0,2,0,0,0,42,35,73,50,100,100,292,250,336,160,318,120,96,60,49,25,247,200
89021385,0,41804.0,10,254,14.0,13.0,160,52,23,6,13,66,42,30,68,50,100,100,280,57,351,160,306,120,107,60,46,23,246,200
89021385,1,35682.0,8,202,0.0,13.0,505,8,261,46,5,185,42,30,68,50,100,100,280,57,351,160,306,120,107,60,46,23,246,200
89021386,0,59900.0,13,181,10.0,10.0,136,2,32,29,0,73,42,32,75,50,100,100,278,1,344,160,295,120,99,60,47,25,247,200
89021386,1,15066.0,7,203,11.0,0.0,126,36,29,5,5,51,42,32,75,50,100,100,278,1,344,160,295,120,99,60,47,25,247,200
89021387,0,35191.0,7,203,11.0,11.0,129,34,29,5,5,56,42,32,74,50,100,100,278,13,344,160,308,120,93,60,46,25,247,200
89021387,1,20673.0,7,203,,0.0,87,28,31,4,5,19,42,32,74,50,100,100,278,13,344,160,308,120,93,60,46,25,247,200
89021388,0,31231.0,7,210,,9.0,144,90,20,0,0,34,41,29,68,50,100,100,277,19,354,160,330,120,96,60,46,23,246,200
89021388,1,26395.0,4,75,11.0,0.0,105,36,33,0,0,36,41,29,68,50,100,100,277,19,354,160,330,120,96,60,46,23,246,200
89021832,0,129393.0,12,242,10.0,15.0,44,11,23,0,0,10,41,31,77,50,100,30,277,78,282,160,311,120,100,60,56,25,240,200
89021832,1,23379.0,12,246,0.0,0.0,122,33,23,1,6,59,41,31,77,50,100,30,277,78,282,160,311,120,100,60,56,25,240,200
89021833,0,65517.0,8,240,0.0,12.0,170,9,28,70,0,63,41,30,70,50,100,100,280,104,340,160,267,120,97,60,40,21,253,200
89021833,1,29708.0,10,254,14.0,0.0,154,44,19,7,17,67,41,30,70,50,100,100,280,104,340,160,267,120,97,60,40,21,253,200
89021835,0,3331.0,0,0,,0.0,15,0,0,0,0,15,41,35,73,50,100,100,277,65,340,160,301,120,103,60,47,25,252,200
89021835,1,54531.0,10,193,11.0,11.0,286,136,53,0,0,97,41,35,73,50,100,100,277,65,340,160,301,120,103,60,47,25,252,200
89021837,0,18911.0,4,56,0.0,0.0,186,27,141,0,0,18,42,33,73,50,100,100,280,225,332,160,325,120,95,60,49,25,250,200
89021837,1,30785.0,5,112,15.0,8.0,84,23,13,3,9,36,42,33,73,50,100,100,280,225,332,160,325,120,95,60,49,25,250,200
89021838,0,12629.0,10,246,0.0,0.0,378,143,112,0,0,123,41,35,65,50,100,100,277,1,336,160,314,120,101,60,40,23,250,200
89021838,1,13109.0,8,191,0.0,0.0,272,153,119,0,0,0,41,35,65,50,100,100,277,1,336,160,314,120,101,60,40,23,250,200
89021839,0,24384.0,7,203,11.0,0.0,122,34,29,5,5,49,41,30,69,50,100,58,278,1,312,160,277,120,92,60,50,25,253,200
89021839,1,90342.0,10,275,9.0,11.0,147,9,22,39,17,60,41,30,69,50,100,58,278,1,312,160,277,120,92,60,50,25,253,200
89022286,0,112129.0,12,241,10.0,15.0,39,15,24,0,0,0,42,33,67,50,100,26,277,37,285,160,329,120,101,60,56,25,232,161
89022286,1,36381.0,7,203,11.0,11.0,129,34,29,5,5,56,42,33,67,50,100,26,277,37,285,160,329,120,101,60,56,25,232,161
89022287,0,36712.0,7,209,,6.0,107,36,8,0,0,63,41,29,63,50,100,12,277,162,292,160,314,120,101,60,56,25,245,200
89022287,1,125063.0,12,240,10.0,16.0,70,21,25,0,0,24,41,29,63,50,100,12,277,162,292,160,314,120,101,60,56,25,245,200
89022288,0,47987.0,11,184,10.0,10.0,211,95,33,11,0,72,41,35,69,50,100,100,277,1,328,160,286,120,105,60,44,25,250,200
89022288,1,11743.0,9,172,11.0,0.0,191,84,40,0,0,67,41,35,69,50,100,100,277,1,328,160,286,120,105,60,44,25,250,200
